currentPrice,marketCap,trailingPE,forwardPE,priceToBook,returnOnEquity,returnOnAssets,debtToEquity,currentRatio,quickRatio,revenueGrowth,earningsGrowth,operatingMargins,profitMargins,grossMargins,revenuePerShare,trailingEps,forwardEps,bookValue,totalRevenue,netIncomeToCommon,totalDebt,totalCash,freeCashflow,operatingCashflow,sector,industry,longName,currency
416.67,3095206035456,24.816557,21.53399,7.4702835,0.34013999,0.14814,30.271,1.283,1.142,0.183,0.234,0.46326,0.39341998,0.68309,42.836,16.79,19.34941,55.777,318272995328,125215997952,125431996416,78227996672,37011251200,170141007872,Technology,Software - Infrastructure,Microsoft Corporation,USD
