Price,Close,High,Low,Open,Volume
Ticker,NOC,NOC,NOC,NOC,NOC
Date,,,,,
1981-12-31,2.509448528289795,2.5154375870122316,2.503459317845751,2.509448528289795,33868
1982-01-04,2.497468948364258,2.509447363693345,2.497468948364258,2.5034581560288016,65080
1982-01-05,2.497468948364258,2.509447363693345,2.497468948364258,2.5034581560288016,318096
1982-01-06,2.413621664047241,2.485491262395341,2.383676073929652,2.437578196829941,369231
1982-01-07,2.371696710586548,2.371696710586548,2.3297728734681264,2.353729243449009,151411
1982-01-08,2.45554518699646,2.4675236027421272,2.3716973388275835,2.419610243202542,305479
1982-01-11,2.1980113983154297,2.4435659395699636,2.1980113983154297,2.323783347534689,687327
1982-01-12,2.150099992752075,2.204002120398402,2.150099992752075,2.180045737227934,238406
1982-01-13,2.0482842922210693,2.1321318403054095,2.0482842922210693,2.0902081421240135,478141
1982-01-14,2.0602619647979736,2.0842186421728766,2.0602619647979736,2.0722403793461885,130160
1982-01-15,2.1201534271240234,2.1201534271240234,2.0722402276042384,2.096196751503373,564471
1982-01-18,2.078230142593384,2.1021868281261984,2.072241085001364,2.0902085612205803,813503
1982-01-19,2.0842185020446777,2.0961967640660317,2.0662510331518886,2.0842185020446777,345324
1982-01-20,2.1381211280822754,2.1500995447540463,2.078229803331191,2.1141647499033955,763033
1982-01-21,2.2040019035339355,2.209990960806858,2.1560888384642722,2.1860347317151674,56447
1982-01-22,2.26389217376709,2.26389217376709,2.215978834133756,2.2399355039504227,82346
1982-01-25,2.3118057250976562,2.3237839876004904,2.299827462594822,2.3118057250976562,70393
1982-01-26,2.329772710800171,2.347739873240214,2.3118052449171453,2.329772710800171,292861
1982-01-27,2.329772710800171,2.329772710800171,2.3237835049319986,2.329772710800171,95628
1982-01-28,2.335761785507202,2.335761785507202,2.323783374443487,2.329772579975345,67072
1982-01-29,2.353729486465454,2.3716969554580873,2.3297731140111386,2.353729486465454,115551
1982-02-01,2.371696710586548,2.395653384010434,2.3477400371626618,2.371696710586548,320753
1982-02-02,2.4076313972473145,2.4076313972473145,2.359718055327219,2.383674726287267,79690
1982-02-03,2.3836750984191895,2.5393926495014636,2.3597184237191007,2.449555612471037,929718
1982-02-04,2.365708827972412,2.4196109561015904,2.347741350781628,2.383676305163196,195241
1982-02-05,2.395653247833252,2.407631508003558,2.3537291096549393,2.383674835941452,132817
1982-02-08,2.329772710800171,2.3956532167426103,2.329772710800171,2.36570733912324,71057
1982-02-09,2.281858444213867,2.3237824103794917,2.2698800381196147,2.2998259016338265,156724
1982-02-10,2.2040019035339355,2.2638935383141554,2.2040019035339355,2.2339476450632603,39181
1982-02-11,2.1980113983154297,2.204000603777934,2.18004423709236,2.1920224962958876,61096
1982-02-12,2.168067455291748,2.1980128961242977,2.168067455291748,2.186034932201496,51134
1982-02-16,2.2159790992736816,2.2159790992736816,2.156087796869771,2.186033675653972,71057
1982-02-17,2.2279584407806396,2.2459260678021185,2.2279584407806396,2.239936858794959,35196
1982-02-18,2.26389217376709,2.269880923987189,2.2219680395182926,2.2459247093349592,161372
1982-02-19,2.257903575897217,2.2638927828932176,2.251914368901216,2.257903575897217,94300
1982-02-22,2.2040019035339355,2.2758715011384303,2.2040019035339355,2.239936854057753,146763
1982-02-23,2.195533037185669,2.213678006698775,2.189484816161549,2.201581411430162,71721
1982-02-24,2.2015817165374756,2.2197263821244224,2.195533341454765,2.207630091620186,67737
1982-02-25,2.213677406311035,2.2257738450785105,2.2076291869272975,2.219725472474441,71057
1982-02-26,2.213677406311035,2.213677406311035,2.213677406311035,2.213677406311035,4649
1982-03-01,2.213677406311035,2.213677406311035,2.213677406311035,2.213677406311035,17930
1982-03-02,2.213677406311035,2.2257738450785105,2.213677406311035,2.219725472474441,19258
1982-03-03,2.2318224906921387,2.2499674587493126,2.2136778290756873,2.2318224906921387,108910
1982-03-04,2.2318224906921387,2.237870864451317,2.225774270153322,2.2318224906921387,182623
1982-03-05,2.225775718688965,2.2378723208594336,2.225775718688965,2.2318239431639686,102269
1982-03-08,2.141099691390991,2.2378723571014993,2.141099691390991,2.189486100856477,222468
1982-03-09,2.0685205459594727,2.1108585872261587,2.008037213979997,2.062472166795376,230437
1982-03-10,2.080615520477295,2.0927122711068544,2.0685192295089374,2.080615520477295,183287
1982-03-11,1.989891529083252,2.09271254385164,1.989891529083252,2.04432614790877,389817
1982-03-12,1.9233593940734863,1.959649020504668,1.8991660544187858,1.9294073076312057,312120
1982-03-15,1.9233593940734863,1.9294073076312057,1.9112626476359622,1.9233593940734863,303486
1982-03-16,1.9233593940734863,1.9294073076312057,1.9173110208547244,1.9233593940734863,309463
1982-03-17,1.9415066242218018,1.9415066242218018,1.9233619402067508,1.9354582429962344,250360
1982-03-18,2.008035659790039,2.008035659790039,1.9656976512923465,1.9898909960029445,261649
1982-03-19,2.0503740310668945,2.0503740310668945,2.0322290603404687,2.044325656417958,87659
1982-03-22,2.1108570098876953,2.1108570098876953,2.080615289885842,2.0987602605988007,29220
1982-03-23,2.1773879528045654,2.1773879528045654,2.1048083850218196,2.141098322133558,102933
1982-03-24,2.189486503601074,2.189486503601074,2.177389745789104,2.183438124695089,34532
1982-03-25,2.225775718688965,2.249968923029902,2.1894860653980204,2.2197273409935003,110238
1982-03-26,2.2378718852996826,2.249968485115775,2.2136788388879287,2.231823508781421,115551
1982-03-29,2.2499701976776123,2.2499701976776123,2.237873588654202,2.243921969776181,117543
1982-03-30,2.2741611003875732,2.2741611003875732,2.2560161299381947,2.268112879051368,33204
1982-03-31,2.2499701976776123,2.286260331188939,2.2499701976776123,2.2681153410435497,141450
1982-04-01,2.2318224906921387,2.2499674587493126,2.225774270153322,2.237870864451317,140122
1982-04-02,2.298354387283325,2.322547734903312,2.231823026074257,2.2802097213142303,624903
1982-04-05,2.1834380626678467,2.286259428605197,2.177389683933684,2.23182432643871,454234
1982-04-06,2.2015817165374756,2.2015817165374756,2.1834367445097396,2.195533341454765,154068
1982-04-07,2.207629680633545,2.2257743428425636,2.201581306676839,2.2136779013698846,238406
1982-04-08,2.207629680633545,2.2136779013698846,2.201581306676839,2.207629680633545,75042
1982-04-12,2.286257743835449,2.298354032728417,2.237871056059834,2.268112774224687,253016
1982-04-13,2.358837842941284,2.4193208331253357,2.358837842941284,2.389079108202697,272274
