Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1980-12-12,0.09872590005397797,0.09915511927657,0.09872590005397798,0.09872590005397798,469033600
1980-12-15,0.09357529133558273,0.09400451047485651,0.09357529133558273,0.09400451047485651,175884800
1980-12-16,0.08670707792043686,0.087136291402555,0.08670707792043686,0.087136291402555,105728000
1980-12-17,0.08885319530963898,0.08928241470884017,0.08885319530963898,0.08885319530963898,86441600
1980-12-18,0.09142928570508957,0.09185849945544224,0.09142928570508957,0.09142928570508957,73449600
1980-12-19,0.09700906276702881,0.09743828211413315,0.09700906276702881,0.09700906276702881,48630400
1980-12-22,0.10173045843839645,0.10216044576719974,0.10173045843839645,0.10173045843839645,37363200
1980-12-23,0.1060233861207962,0.10645260549388097,0.1060233861207962,0.1060233861207962,46950400
1980-12-24,0.11160317808389664,0.11203239735890662,0.11160317808389664,0.11160317808389664,48003200
1980-12-26,0.1219051405787468,0.12233435985625572,0.12190514057874678,0.12190514057874678,55574400
1980-12-29,0.12362203001976013,0.12405124937987916,0.12362203001976013,0.12362203001976013,93161600
1980-12-30,0.12061752378940582,0.1210467317101298,0.12061752378940582,0.1210467317101298,68880000
1980-12-31,0.11718378216028214,0.11761300150829238,0.11718378216028214,0.11761300150829238,35750400
1981-01-02,0.11847135424613953,0.11932979240236444,0.11847135424613953,0.11847135424613953,21660800
1981-01-05,0.11589609831571579,0.11632530606367941,0.11589609831571579,0.11632530606367941,35728000
1981-01-06,0.11074475198984146,0.11117397131312769,0.11074475198984146,0.11117397131312769,45158400
1981-01-07,0.1060233861207962,0.10645260549388097,0.1060233861207962,0.10645260549388097,55686400
1981-01-08,0.10387728363275528,0.10430649142583899,0.10387728363275528,0.10430649142583899,39827200
1981-01-09,0.1094570904970169,0.10988630976154169,0.1094570904970169,0.1094570904970169,21504000
1981-01-12,0.10859867185354233,0.10945709898712963,0.10859867185354233,0.10945709898712963,23699200
1981-01-13,0.10473570227622986,0.10516492149691645,0.10473570227622986,0.10516492149691645,23049600
1981-01-14,0.10516495257616043,0.10559417192369358,0.10516495257616043,0.10516495257616043,14291200
1981-01-15,0.10731099545955658,0.10816942235346028,0.10731099545955658,0.10731099545955658,14067200
1981-01-16,0.10645253956317902,0.10688175867042966,0.10645253956317902,0.10688175867042966,13395200
1981-01-19,0.1128908321261406,0.1133200514303477,0.1128908321261406,0.1128908321261406,41574400
1981-01-20,0.1094570904970169,0.10988630976154169,0.1094570904970169,0.10988630976154169,30083200
1981-01-21,0.11160317808389664,0.11246160517186958,0.11160317808389664,0.11160317808389664,15904000
1981-01-22,0.1128908321261406,0.1137492707345548,0.1128908321261406,0.1128908321261406,35548800
1981-01-23,0.1124616488814354,0.11332008776509792,0.11246164888143541,0.11289086832326665,11222400
1981-01-26,0.11074475198984146,0.11117397131312769,0.11074475198984146,0.11117397131312769,24640000
1981-01-27,0.10988633334636688,0.11074476059761333,0.10988633334636688,0.11074476059761333,23699200
1981-01-28,0.10645253956317902,0.10688175867042966,0.10645253956317902,0.10688175867042966,28156800
1981-01-29,0.1025896742939949,0.10301889375173469,0.1025896742939949,0.10301889375173469,43904000
1981-01-30,0.09700906276702881,0.09786750146123749,0.09700906276702881,0.09786750146123749,46188800
1981-02-02,0.09142928570508957,0.09185849945544224,0.09142928570508957,0.09185849945544224,23766400
1981-02-03,0.09486299753189087,0.09529221118677468,0.09486299753189087,0.09486299753189087,19152000
1981-02-04,0.09829670190811157,0.09872590971064002,0.09829670190811157,0.09829670190811157,27865600
1981-02-05,0.09829670190811157,0.09915512897521521,0.09829670190811157,0.09829670190811157,7929600
1981-02-06,0.09872590005397797,0.09915511927657,0.09872590005397798,0.09872590005397798,13865600
1981-02-09,0.09357529133558273,0.0944337238831086,0.09357529133558273,0.0944337238831086,16755200
1981-02-10,0.09357529133558273,0.09400451047485651,0.09357529133558273,0.09357529133558273,18345600
1981-02-11,0.09057086706161499,0.09100008088110116,0.09057086706161499,0.09100008088110116,13843200
1981-02-12,0.08971161395311356,0.09014160124055405,0.08971161395311356,0.09014160124055405,14560000
1981-02-13,0.08756555616855621,0.08842398931038443,0.08756555616855621,0.08842398931038443,11155200
1981-02-17,0.08971161395311356,0.09014160124055405,0.08971161395311356,0.08971161395311356,12275200
1981-02-18,0.09357529133558273,0.0944337238831086,0.09357529133558273,0.09357529133558273,19241600
1981-02-19,0.08799473196268082,0.08842395121418475,0.08799473196268082,0.08842395121418475,22310400
1981-02-20,0.08327338844537735,0.08370260787142327,0.08327338844537735,0.08370260787142327,24371200
1981-02-23,0.08456099033355713,0.08499020953155557,0.08456099033355713,0.08456099033355713,14112000
1981-02-24,0.08155650645494461,0.08241493941025024,0.08155650645494461,0.08241493941025024,16979200
1981-02-25,0.08670707792043686,0.087136291402555,0.08670707792043686,0.08670707792043686,19488000
1981-02-26,0.08799473196268082,0.08842395121418475,0.08799473196268082,0.08799473196268082,10841600
1981-02-27,0.0910000428557396,0.09185847586703352,0.0910000428557396,0.0910000428557396,14761600
1981-03-02,0.09142928570508957,0.09185849945544224,0.09142928570508957,0.09142928570508957,11760000
1981-03-03,0.09014160186052322,0.09057082119366625,0.09014160186052322,0.09057082119366625,16172800
1981-03-04,0.08928241580724716,0.08971162948070362,0.08928241580724716,0.08971162948070362,13708800
1981-03-05,0.08885319530963898,0.08928241470884017,0.08885319530963898,0.08928241470884017,5376000
1981-03-06,0.08799473196268082,0.08885316473466551,0.08799473196268082,0.08885316473466551,11603200
1981-03-09,0.08112729340791702,0.08155650702304743,0.08112729340791702,0.08155650702304743,15321600
1981-03-10,0.07726358622312546,0.07769279990471692,0.07726358622312546,0.07769279990471692,28380800
1981-03-11,0.07425904273986816,0.07511747554752754,0.07425904273986816,0.07511747554752754,29859200
1981-03-12,0.07726358622312546,0.07769279990471692,0.07726358622312546,0.07726358622312546,59248000
1981-03-13,0.07640513777732849,0.07683435137268085,0.07640513777732849,0.07683435137268085,231302400
1981-03-16,0.07941041141748428,0.08026884420507471,0.07941041141748428,0.07941041141748428,37228800
1981-03-17,0.08327338844537735,0.08413182156644364,0.08327338844537735,0.08327338844537735,43747200
1981-03-18,0.0884239673614502,0.08928240029019494,0.0884239673614502,0.0884239673614502,36937600
1981-03-19,0.08756555616855621,0.08799476987395749,0.08756555616855621,0.08799476987395749,37811200
1981-03-20,0.0884239673614502,0.08928240029019494,0.0884239673614502,0.0884239673614502,14604800
1981-03-23,0.09185846149921417,0.0927168943762384,0.09185846149921417,0.09185846149921417,22019200
1981-03-24,0.09142928570508957,0.09185849945544224,0.09142928570508957,0.09185849945544224,28156800
1981-03-25,0.08971161395311356,0.09057082057074502,0.08971161395311356,0.09057082057074502,7056000
1981-03-26,0.08799473196268082,0.08842395121418475,0.08799473196268082,0.08842395121418475,12275200
1981-03-27,0.0849902555346489,0.08541946923394746,0.0849902555346489,0.08541946923394746,12252800
1981-03-30,0.0849902555346489,0.0858486886642716,0.0849902555346489,0.0849902555346489,9900800
1981-03-31,0.08413177728652954,0.08499020995578885,0.08413177728652954,0.08499020995578885,15993600
1981-04-01,0.08327338844537735,0.08370260787142327,0.08327338844537735,0.08370260787142327,34070400
1981-04-02,0.09057086706161499,0.09100008088110116,0.09057086706161499,0.09057086706161499,31404800
1981-04-03,0.0910000428557396,0.09142926222689896,0.0910000428557396,0.0910000428557396,16486400
1981-04-06,0.08928241580724716,0.08971162948070362,0.08928241580724716,0.08971162948070362,22803200
1981-04-07,0.0884239673614502,0.08885318096031045,0.0884239673614502,0.08885318096031045,10684800
1981-04-08,0.09271691739559174,0.093575350485744,0.09271691739559174,0.09271691739559174,21952000
1981-04-09,0.09443377703428268,0.09486299641513861,0.09443377703428268,0.09443377703428268,12499200
1981-04-10,0.09572141617536545,0.09615062976569187,0.09572141617536545,0.09572141617536545,33465600
1981-04-13,0.09572141617536545,0.09615062976569187,0.09572141617536545,0.09572141617536545,16060800
1981-04-14,0.09572141617536545,0.09615062976569187,0.09572141617536545,0.09572141617536545,6652800
1981-04-15,0.0910000428557396,0.09142926222689896,0.0910000428557396,0.09142926222689896,34048000
1981-04-16,0.08584868907928467,0.08627790278065815,0.08584868907928467,0.08627790278065815,23878400
1981-04-20,0.0884239673614502,0.08885318096031045,0.0884239673614502,0.0884239673614502,35347200
1981-04-21,0.09443377703428268,0.09486299641513861,0.09443377703428268,0.09443377703428268,28537600
1981-04-22,0.09786752611398697,0.09829674556921134,0.09786752611398697,0.09786752611398697,18995200
1981-04-23,0.1004427820444107,0.10087200133777714,0.1004427820444107,0.1004427820444107,58016000
1981-04-24,0.09958439320325851,0.10044282065795176,0.09958439320325851,0.10044282065795176,35056000
1981-04-27,0.09872590005397797,0.09915511927657,0.09872590005397798,0.09915511927657,38528000
1981-04-28,0.09700906276702881,0.09743828211413315,0.09700906276702881,0.09743828211413315,32188800
1981-04-29,0.09572141617536545,0.09615062976569187,0.09572141617536545,0.09615062976569187,13641600
1981-04-30,0.0974382609128952,0.09829669942031935,0.0974382609128952,0.0974382609128952,12611200
1981-05-01,0.0974382609128952,0.09829669942031935,0.0974382609128952,0.0974382609128952,16553600
1981-05-04,0.09700906276702881,0.09743828211413315,0.09700906276702881,0.09743828211413315,14448000
1981-05-05,0.09657985717058182,0.09700906506580795,0.09657985717058182,0.09700906506580795,17539200
1981-05-06,0.0940045416355133,0.09443375518604123,0.0940045416355133,0.09443375518604123,18950400
1981-05-07,0.09529221057891846,0.09572142996208934,0.09529221057891846,0.09529221057891846,9363200
1981-05-08,0.09615064412355423,0.09657986350899872,0.09615064412355423,0.09615064412355423,7907200
