Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
1980-03-17,1.0530129671096802,1.0723699491946022,1.0491417102513312,0.0,62775
1980-03-18,1.0607547760009766,1.0684975821718705,1.0530120695147371,0.0,64125
1980-03-19,1.07624089717865,1.080112352295395,1.0684981863145815,0.0,40500
1980-03-20,1.0684977769851685,1.0762404848830929,1.0646265227208789,0.0,18900
1980-03-21,1.09172523021698,1.09172523021698,1.068497120788301,0.0,97200
1980-03-24,1.064625859260559,1.0839825172578925,1.064625859260559,0.0,90450
1980-03-25,1.0607547760009766,1.0684975821718705,1.0568835224425113,0.0,72225
1980-03-26,1.0684977769851685,1.0762404848830929,1.0530122615046467,0.0,31725
1980-03-27,1.0607547760009766,1.0646263286134052,1.029783950056019,0.0,62100
1980-03-28,1.0491409301757812,1.0607548914848925,1.0297840621681547,0.0,84375
1980-03-31,1.0801119804382324,1.0839832348527738,1.0607550105727894,0.0,55350
1980-04-01,1.0684977769851685,1.0994687082615393,1.060754969402571,0.0,126225
1980-04-02,1.1072114706039429,1.1072114706039429,1.0762405378046502,0.0,58725
1980-04-03,1.1497968435287476,1.1614110084397307,1.1304398687822081,0.0,311175
1980-04-07,1.1575390100479126,1.1768959757035617,1.145924850591454,0.0,115425
1980-04-08,1.1381824016571045,1.149796563741945,1.1381824016571045,0.0,218025
1980-04-09,1.122696876525879,1.1304395847311857,1.099468751909959,0.0,181575
1980-04-10,1.145924687385559,1.1536675921666377,1.1226964714655263,0.0,191700
1980-04-11,1.145924687385559,1.1691531026748732,1.1420534343643012,0.0,112050
1980-04-14,1.1420542001724243,1.1459254557895653,1.1343114895687274,0.0,18900
1980-04-15,1.1149542331695557,1.1343112041780334,1.1149542331695557,0.0,63450
1980-04-16,1.1343109607696533,1.1343109607696533,1.1226967009090898,0.0,30375
1980-04-17,1.1149542331695557,1.1265683958377057,1.1110829785264156,0.0,43875
1980-04-18,1.1072114706039429,1.1265683409852547,1.1072114706039429,0.0,27675
1980-04-21,1.0801119804382324,1.1033402047182168,1.068497818455902,0.0,83700
1980-04-22,1.1149542331695557,1.1149542331695557,1.0684978815510027,0.0,122850
1980-04-23,1.1149542331695557,1.1149542331695557,1.087854752874798,0.0,132300
1980-04-24,1.1072114706039429,1.1149541788825965,1.0917259543619577,0.0,209250
1980-04-25,1.09172523021698,1.1033394843005424,1.087853978330145,0.0,21600
1980-04-28,1.1149542331695557,1.1226969418252009,1.1033402698707706,0.0,141750
1980-04-29,1.1188251972198486,1.122696450167668,1.1110824919549325,0.0,45225
1980-04-30,1.1304402351379395,1.134311790837473,1.1072120971575468,0.0,85050
1980-05-01,1.1497968435287476,1.1575395536796018,1.1343114232270388,0.0,48600
1980-05-02,1.1614110469818115,1.1691538570743172,1.1420541712776051,0.0,49950
1980-05-05,1.2233527898788452,1.2233527898788452,1.176896433053712,0.0,621675
