currentPrice,marketCap,trailingPE,forwardPE,priceToBook,returnOnEquity,returnOnAssets,debtToEquity,currentRatio,quickRatio,revenueGrowth,earningsGrowth,operatingMargins,profitMargins,grossMargins,revenuePerShare,trailingEps,forwardEps,bookValue,totalRevenue,netIncomeToCommon,totalDebt,totalCash,freeCashflow,operatingCashflow,sector,industry,longName,currency
971.0,1095029751808,45.86679,9.222632,15.115899,0.39823002,0.20145,14.902,2.897,2.232,1.963,7.56,0.67624,0.41486,0.58437,51.799,21.17,105.28448,64.237,58119000064,24110999552,10798000128,14588999680,2893499904,30652999680,Technology,Semiconductors,"Micron Technology, Inc.",USD
