ticker_yf,name,current_price,shares_outstanding,net_income,market_cap,PER,PBR,ROE,ROA,operating_margin,net_margin,revenue_growth,earnings_growth,debt_to_equity,current_ratio,total_revenue,free_cashflow,sector,industry
071055.KS,"Korea Investment Holdings Co., Ltd.",156700.0,5658251,2192079060992,886647931700.0,0.4,,0.21724,0.0191,0.1575,0.123789996,1.289,0.802,,,20009550086144,,Financial Services,Capital Markets
