Price,Close,High,Low,Open,Volume
Ticker,XLY,XLY,XLY,XLY,XLY
Date,,,,,
2000-01-03,22.478336334228516,23.131234070077475,22.280135235845794,23.131234070077475,212900
2000-01-04,21.802125930786133,22.2451637839251,21.662219240321196,22.151892656948476,177200
2000-01-05,21.53396224975586,21.89538771252924,21.42903227669262,21.89538771252924,124600
2000-01-06,21.7788028717041,21.942027304361414,21.63889621514069,21.673872879281543,135800
2000-01-07,22.804786682128906,22.804786682128906,22.01198223714692,22.01198223714692,70000
2000-01-10,22.68819236755371,22.828099000858256,22.501650189814317,22.781463456423406,41900
2000-01-11,22.5599422454834,22.851414367518068,22.455012281550918,22.75814328846697,29600
2000-01-12,22.431705474853516,22.618247724124647,22.338434350217952,22.618247724124647,53100
2000-01-13,22.548297882080078,22.618251236419518,22.35009671145166,22.548297882080078,70600
2000-01-14,22.489990234375,22.629896861027408,22.489990234375,22.57160243325557,102600
2000-01-18,22.36174964904785,22.47833854190003,22.128571863343495,22.38506742761829,53800
2000-01-19,22.31511116027832,22.583265578609772,22.31511116027832,22.350087823538946,113800
2000-01-20,22.011985778808594,22.43170584662486,21.895396871081854,22.43170584662486,161400
2000-01-21,21.557279586791992,22.035293898884188,21.557279586791992,22.035293898884188,170200
2000-01-24,20.75282096862793,21.732167576136217,20.75282096862793,21.70884979976697,5100
2000-01-25,20.881057739257812,20.939352149473496,20.61290345226567,20.82276332904213,63000
2000-01-26,21.032629013061523,21.044287898323752,20.682862455194645,20.682862455194645,38100
2000-01-27,20.974342346191406,21.1958612481245,20.636234548504053,21.1958612481245,119100
2000-01-28,20.146554946899414,20.717840359166818,20.07660163111157,20.63622815741433,12400
2000-01-31,20.298120498657227,20.298120498657227,20.053283892987036,20.053283892987036,10800
2000-02-01,21.032629013061523,21.032629013061523,20.47300252047452,20.47300252047452,129900
2000-02-02,20.892730712890625,21.10259073121207,20.892730712890625,21.07927295139858,5300
2000-02-03,20.974342346191406,21.102590131521094,20.916047898314275,21.102590131521094,26200
2000-02-04,20.93937110900879,21.160890068402537,20.892735538610108,21.160890068402537,23100
2000-02-07,20.496334075927734,20.79946529661836,20.496334075927734,20.79946529661836,20800
2000-02-08,20.962682723999023,21.090930504846625,20.659551605631965,20.659551605631965,205700
2000-02-09,20.612918853759766,21.03263892091777,20.5779421814966,21.03263892091777,28600
2000-02-10,20.42636489868164,20.64788369609885,20.3564115942341,20.64788369609885,10100
2000-02-11,20.134904861450195,20.5546249396275,19.971680386603467,20.5546249396275,33000
2000-02-14,20.23983383178711,20.37974051726029,20.123244927226125,20.123244927226125,2800
2000-02-15,20.286460876464844,20.286460876464844,19.960012080751618,20.26314310534247,7900
2000-02-16,19.493654251098633,20.14655176190098,19.493654251098633,20.14655176190098,18000
2000-02-17,18.934030532836914,19.633563680601824,18.840759446468258,19.633563680601824,67000
2000-02-18,18.654226303100586,18.89906302332878,18.52597849726677,18.829109674692152,7500
2000-02-22,18.70085906982422,18.9340368637123,18.490999055324945,18.910719084323492,70700
2000-02-23,18.642566680908203,18.887403391539266,18.53763666206632,18.887403391539266,343000
2000-02-24,18.04796028137207,18.490998066056914,17.826441389029647,18.490998066056914,108900
2000-02-25,18.117910385131836,18.3977236729331,18.04795706318152,18.04795706318152,31300
2000-02-28,18.77080726623535,18.817442812238422,18.292792919703892,18.42104067121233,259700
2000-02-29,19.167211532592773,19.283800410528254,18.980669327896006,18.980669327896006,17600
2000-03-01,18.945695877075195,19.178873672485352,18.794130310058595,19.178873672485352,345700
2000-03-02,18.922380447387695,19.16721716297312,18.89906266495099,19.14389938053641,208600
2000-03-03,19.272138595581055,19.40038634183114,19.132231963308236,19.21384416546738,208000
2000-03-06,18.817445755004883,19.120576851429995,18.654221318468288,19.085600186457867,600200
2000-03-07,18.292795181274414,18.747491811019284,18.1528885259683,18.747491811019284,6300
2000-03-08,18.51431655883789,18.584269895961963,17.931372082803954,17.97800764088667,172200
2000-03-09,18.88739776611328,18.910715541133175,18.117911190456816,18.292794503106013,306400
2000-03-10,18.630901336669922,18.875737962495997,18.56094801500533,18.724172432222712,440300
2000-03-13,18.479345321655273,18.607593144076855,18.08294296144311,18.08294296144311,442900
2000-03-14,18.51431655883789,18.677541012127396,18.362750995069067,18.51431655883789,229300
2000-03-15,19.633562088012695,19.77346870621706,18.327766984771944,18.514309142377765,721800
2000-03-16,21.07927131652832,21.125906872538337,19.936700194282867,20.029971306302905,151400
2000-03-17,21.132068634033203,21.307293083734972,20.980207444291672,21.120387004053086,24300
2000-03-20,20.93348503112793,21.143754412020957,20.699852385691237,21.143754412020957,81100
2000-03-21,21.1671199798584,21.21384651403027,20.746581172311544,20.88676077482716,157200
2000-03-22,21.07366371154785,21.167116765701056,20.746578022011633,20.980210657394647,133300
