currentPrice,marketCap,trailingPE,forwardPE,priceToBook,returnOnEquity,returnOnAssets,debtToEquity,currentRatio,quickRatio,revenueGrowth,earningsGrowth,operatingMargins,profitMargins,grossMargins,revenuePerShare,trailingEps,forwardEps,bookValue,totalRevenue,netIncomeToCommon,totalDebt,totalCash,freeCashflow,operatingCashflow,sector,industry,longName,currency
150.0,1976128110592,,762.699,25.184689,,,73.597,1.217,1.088,0.154,,-0.41627997,-0.44998002,0.48826,6.075,-0.66,0.19667,5.956,19300999168,-9356000256,30602999808,23675000832,,7104999936,Industrials,Aerospace & Defense,Space Exploration Technologies Corp.,USD
