currentPrice,marketCap,trailingPE,forwardPE,priceToBook,returnOnEquity,returnOnAssets,debtToEquity,currentRatio,quickRatio,revenueGrowth,earningsGrowth,operatingMargins,profitMargins,grossMargins,revenuePerShare,trailingEps,forwardEps,bookValue,totalRevenue,netIncomeToCommon,totalDebt,totalCash,freeCashflow,operatingCashflow,sector,industry,longName,currency
119.555,286610653184,134.33147,57.42122,33.91631,0.32587,0.14702,2.477,6.907,6.82,0.847,3.25,0.46183997,0.43673,0.84073997,2.194,0.89,2.08207,3.525,5224174080,2281529088,211976992,8026413056,1752997120,2723375104,Technology,Software - Infrastructure,Palantir Technologies Inc.,USD
