Date,Close,High,Low,Open,Volume
2006-06-21,0.9827172756195068,0.9929187027122636,0.9813575488561721,0.9925104629895314,1523200
2006-06-22,0.9595945477485657,0.981084613565589,0.9491214496964371,0.9793166478536264,13612800
2006-06-23,0.9567385911941528,0.9733320683088242,0.9450407725088971,0.9555137685805404,3411200
2006-06-26,0.9602745175361633,0.9657151872327483,0.9521135648773575,0.9589147911436258,3622400
2006-06-27,0.924366295337677,0.9616352325134027,0.924366295337677,0.9616352325134027,6393600
2006-06-28,0.9356558322906494,0.9376963039654981,0.9170217796416359,0.9283105285953428,6374400
2006-06-29,0.9922385811805725,0.9922385811805726,0.9430003563879119,0.9473528716728922,11289600
2006-06-30,0.9827172756195068,0.9997199308332254,0.9817657885789042,0.9997199308332254,15168000
2006-07-03,0.9941425323486328,0.9949591155175151,0.988294555744338,0.9901983598892503,2380800
2006-07-05,0.9549694657325745,0.9763246263963635,0.9522491833965868,0.9759163868789387,9900800
2006-07-06,0.9493930339813232,0.9670754912508478,0.9459928368247228,0.9595944556280535,5369600
2006-07-07,0.9285829663276672,0.950753779579648,0.9228697913369686,0.9323914037476771,4588800
2006-07-10,0.913213312625885,0.9408239661933888,0.9050523601377833,0.9371521965268387,7987200
2006-07-11,0.9281744956970215,0.9307590441813925,0.8998832056967964,0.9064119250152627,10604800
2006-07-12,0.8914504051208496,0.9249099553772596,0.8868253862940609,0.9224620752564331,14598400
2006-07-13,0.8630227446556091,0.895666607304493,0.8609831550588309,0.895666607304493,26745600
2006-07-14,0.8453410863876343,0.8616630441454877,0.8365002183463192,0.859622572424185,13856000
2006-07-17,0.8494210839271545,0.8569021730814375,0.8384039591385432,0.8521413667772877,9868800
2006-07-18,0.8541818857192993,0.8596225554934512,0.8256189142087612,0.8569022206063753,26054400
2006-07-19,0.872680127620697,0.8850577573694138,0.8515973642189657,0.8521413896719671,16940800
2006-07-20,0.8488770127296448,0.8827456967062123,0.8480613637117013,0.8827456967062123,12019200
2006-07-21,0.829698920249939,0.8433005418933806,0.8286107656131506,0.8341872208672433,18630400
2006-07-24,0.8603023290634155,0.8631593315673786,0.8363634468146564,0.8363634468146564,15334400
2006-07-25,0.8687359690666199,0.8786649414008167,0.8537737874511234,0.8643834532811336,21683200
2006-07-26,0.8705036640167236,0.8839694460575345,0.8541817099391977,0.8650629953621944,23500800
2006-07-27,0.8616629838943481,0.8909066473191339,0.8541818428148498,0.8888661757405097,12038400
2006-07-28,0.896074652671814,0.896074652671814,0.8657428399579304,0.8711835603824455,6752000
2006-07-31,0.8943067193031311,0.9038273966712754,0.8834253818337168,0.8895459655305594,9958400
2006-08-01,0.8637033700942993,0.8779849064644896,0.8541818096914726,0.8779849064644896,15609600
2006-08-02,0.8796169757843018,0.8936269395390474,0.871864263834897,0.873903905020906,13939200
2006-08-03,0.8943067193031311,0.9031475854812648,0.8637032819582936,0.8643831450343666,19961600
2006-08-04,0.886145830154419,0.9181098260672186,0.8692797974043487,0.9109003609591713,18816000
2006-08-07,0.8754003047943115,0.8834254186331467,0.867103515521255,0.8800253248202128,17017600
2006-08-08,0.8643833994865417,0.8841055570537218,0.855542582591962,0.8786648867174217,28838400
2006-08-09,0.8639751076698303,0.9004274099325728,0.8609832009515752,0.8760802845265506,28825600
2006-08-10,0.8749923706054688,0.8816577605617014,0.855542664959802,0.8646551063484883,23283200
2006-08-11,0.8664237260818481,0.8711837021664641,0.8575820286066733,0.8664237260818481,13305600
2006-08-14,0.8743122816085815,0.8977070890168051,0.8721360759603591,0.8771684023494154,19321600
2006-08-15,0.9198778867721558,0.9317115430810324,0.8907700082495329,0.9030119041683462,22054400
2006-08-16,0.9636747241020203,0.9646270410687192,0.9262708849268113,0.9317115546715055,31040000
2006-08-17,0.969795823097229,0.9833974411407064,0.9575539310152359,0.965034966220103,44345600
2006-08-18,0.9684354066848755,0.9730604270324864,0.94871330461608,0.9663950389388026,16934400
2006-08-21,0.9507538676261902,0.9601388130018653,0.9459931128660246,0.9526576714239536,16275200
