Price,Close,High,Low,Open,Volume
Ticker,ACN,ACN,ACN,ACN,ACN
Date,,,,,
2001-07-19,10.656397819519043,10.740693568522543,10.53697867428332,10.607225466747767,34994300
2001-07-20,10.544004440307617,10.57210302584787,10.396486698740507,10.57210302584787,9238500
2001-07-23,10.536980628967285,10.544005443501495,10.220871344082905,10.536980628967285,7501000
2001-07-24,10.43863582611084,10.51590745051454,10.32624146689443,10.501857820650876,3537300
2001-07-25,10.501855850219727,10.501855850219727,10.291116131267795,10.326239529413634,4208100
2001-07-26,10.185746192932129,10.52995400694623,10.185746192932129,10.501855423555753,6335300
2001-07-27,10.192774772644043,10.2489719601907,10.18574995671988,10.192774772644043,3524000
2001-07-30,10.326238632202148,10.382435796383472,10.185745721748841,10.185745721748841,3654300
2001-07-31,10.508882522583008,10.544005926941267,10.255995217065326,10.333266170714925,1429000
2001-08-01,10.888212203979492,10.888212203979492,10.466732753920716,10.536979552238218,2087900
2001-08-02,10.817967414855957,10.888214226220224,10.607228320609645,10.817967414855957,1717400
2001-08-03,10.642350196838379,10.817966541142136,10.522931029117968,10.817966541142136,983600
2001-08-06,10.607226371765137,10.69152212796082,10.551029200968015,10.642349101070998,777400
2001-08-07,10.888212203979492,10.923335603138243,10.60722635055572,10.60722635055572,788900
2001-08-08,10.536980628967285,10.958460122095252,10.536980628967285,10.817966511103805,2190300
2001-08-09,10.888212203979492,10.888212203979492,10.536979552238218,10.57210295139697,928000
2001-08-10,10.670449256896973,10.81796701943118,10.62127689269331,10.81796701943118,703300
2001-08-13,10.544004440307617,10.775817938495486,10.46673282762958,10.64234915473694,1770400
2001-08-14,10.326238632202148,10.579126540941141,10.291115237108063,10.572101727937717,1000800
2001-08-15,10.3894624710083,10.466733418122546,10.326240482495209,10.361363883882833,530900
2001-08-16,9.869640350341797,10.382439840731687,9.869640350341797,10.382439840731687,1522700
2001-08-17,10.199796676635742,10.396486776896133,9.764267592603044,9.87666260553211,2342400
2001-08-20,10.782842636108398,10.782842636108398,10.17872204862147,10.25599366046642,1434900
2001-08-21,10.860112190246582,10.958457560971457,10.544002979240737,10.712594469120784,1038200
2001-08-22,10.77581787109375,10.810941270280154,10.382437006067644,10.761768243449941,829000
2001-08-23,10.712596893310547,10.85308983333654,10.712596893310547,10.85308983333654,470000
2001-08-24,10.817967414855957,10.874164595978073,10.536981509245377,10.7125978677328,689000
2001-08-27,10.874161720275879,10.99358086606046,10.817964554015258,10.874161720275879,827700
2001-08-28,10.789867401123047,10.94440996378649,10.712596454752902,10.83201561636695,736900
2001-08-29,10.544004440307617,10.754744166821077,10.536979626441774,10.74069453908939,397400
2001-08-30,10.501855850219727,10.565077832897614,10.431609723851148,10.431609723851148,640100
2001-08-31,10.466732025146484,10.607225611999246,10.466732025146484,10.536978818572864,3337900
2001-09-04,10.803916931152344,10.993582223215299,10.536980023499577,10.536980023499577,1068600
2001-09-05,10.473758697509766,10.80391761333828,10.466733882935646,10.80391761333828,1053200
2001-09-06,10.185746192932129,10.544003633603003,10.115499399494404,10.361362506603372,1384500
2001-09-07,10.199796676635742,10.284092433890196,10.080377519711153,10.150623649128299,1408500
2001-09-10,10.642350196838379,10.649375011392094,10.220871372463275,10.241945146201234,622100
2001-09-17,10.25599479675293,10.63532607444526,10.164674217133252,10.63532607444526,1934300
2001-09-18,10.220868110656738,10.536977295538293,10.080375214034156,10.255991502293128,902800
2001-09-19,9.79939079284668,10.31921495363181,9.637824095544454,10.255993639419927,2415400
2001-09-20,9.096925735473633,9.764267653688647,9.019654791654423,9.764267653688647,3498900
2001-09-21,8.956435203552246,9.132051580092487,8.54198044772955,9.026682022137667,2051800
2001-09-24,9.272541046142578,9.328738211822232,9.096924735912896,9.132048131943446,1964200
2001-09-25,8.991557121276855,9.272543009160456,8.921310314344355,9.272543009160456,1827300
2001-09-26,8.570076942443848,9.10395075716685,8.570076942443848,8.991556410893196,3327200
2001-09-27,8.324213981628418,8.612224644280404,8.155621802336796,8.612224644280404,2347500
2001-09-28,8.956435203552246,9.448160923880256,8.499832892516947,8.499832892516947,2844000
2001-10-01,8.921310424804688,9.13205017828829,8.886187020903552,8.886187020903552,878800
2001-10-02,8.83701229095459,8.921308035790043,8.51387826745717,8.815938522226483,1900400
2001-10-03,9.096925735473633,9.174197349215975,8.851063276090802,8.865112234092871,2539400
2001-10-04,9.476255416870117,9.69401992431764,9.110973860087103,9.110973860087103,3108500
2001-10-05,9.518404960632324,9.651873073029478,9.356837593074594,9.48328156160472,2172300
2001-10-08,9.293617248535156,9.616751370739888,9.293617248535156,9.553530045243441,576100
2001-10-09,9.41303825378418,9.694024880268154,9.39898929091783,9.4692354450963,1601100
2001-10-10,9.602702140808105,9.658899319619307,9.3427900213255,9.377913425563303,1700400
2001-10-11,10.649374961853027,10.888213296182812,10.326240863040352,10.888213296182812,4214100
2001-10-12,11.625799179077148,11.625799179077148,10.719619716741532,10.719619716741532,5193300
2001-10-15,12.293146133422852,12.609256141363792,11.59770545579938,11.59770545579938,3277900
2001-10-16,12.258024215698242,12.679502468053313,11.871667364577178,12.398516519867703,1996000
2001-10-17,11.927857398986816,12.46173105020518,11.836537523049543,12.398509082307882,1877100
2001-10-18,11.731173515319824,11.927862983220857,11.667951517824061,11.927862983220857,942000
2001-10-19,11.836540222167969,11.836540222167969,11.618776360778813,11.731170698260067,2062500
2001-10-22,12.293146133422852,12.342318503581087,11.920838939608698,11.941913386753628,469600
2001-10-23,12.377435684204102,12.45470593431289,12.131572630585943,12.293139282449417,915400
2001-10-24,12.461739540100098,12.475789173614718,12.342320334919423,12.419591979403034,472600
2001-10-25,12.461739540100098,12.468764356857408,12.033235096831769,12.461739540100098,265100
2001-10-26,12.377435684204102,12.489829993313114,12.293139282449417,12.433632838758607,566500
2001-10-29,12.328267097473145,12.454711082447664,12.222897556609848,12.447686267743924,616200
2001-10-30,12.187775611877441,12.26504589892764,12.047281988400998,12.258022423615662,574700
2001-10-31,12.342313766479492,12.363388205535845,12.012155593673157,12.236944250889904,718600
2001-11-01,12.862142562866211,13.058833379599099,12.307195530419943,12.307195530419943,1089900
2001-11-02,12.819995880126953,13.417091846622748,12.714626318944559,12.995612262046501,2372800
2001-11-05,12.71462631225586,12.834045505492195,12.482812741837872,12.819995873382824,1552700
2001-11-06,12.623297691345215,12.630322503308518,12.187770068387477,12.630322503308518,562600
2001-11-07,13.276594161987305,13.276594161987305,12.616276391901296,12.630326019739483,1987000
2001-11-08,14.01418685913086,14.02823515044465,13.136105009306785,13.136105009306785,1747200
2001-11-09,14.01418685913086,14.01418685913086,13.803446411265138,13.873693227220379,1325400
2001-11-12,13.69105052947998,13.873691694852008,13.346842643148767,13.873691694852008,2398300
2001-11-13,14.611278533935547,14.920363658647542,13.810468475202882,13.838567731925021,1463000
2001-11-14,14.196820259094238,15.032754175747503,14.028228781254631,14.75176837934816,1391400
2001-11-15,14.224924087524414,14.365417700870621,14.084430474178207,14.084430474178207,628200
2001-11-16,14.779873847961426,14.927390950700843,14.189802757310707,14.224925494197274,639100
2001-11-19,15.454238891601562,15.62985524264249,14.822020295823512,14.822020295823512,1430000
2001-11-20,14.927389144897461,15.426138915553663,14.85714233977573,15.426138915553663,1017400
2001-11-21,14.295167922973633,14.899287119165928,13.908811236498275,14.89226364582019,1442600
2001-11-23,14.435659408569336,14.484833098327876,14.231945196096714,14.288142358831855,286500
2001-11-26,15.102998733520508,15.173245507226966,14.238967034514644,14.526977600849932,1064900
