Date,stock_close,nasdaq_close,RSI,relative,target,election_marker,rate_close,gold_close,Revenue,NetIncome,TotalAssets,TotalLiabilities,OperatingCashFlow,CapitalExpenditures
2013-01-23,23.12307929992676,3153.669921875,69.78158645434821,0.007332117777937597,22.91509056091309,0,0.0700000002980232,1686.300048828125,,,,,,
2013-01-24,22.91509056091309,3130.3798828125,69.30796878428723,0.007320226751625094,23.00072288513184,0,0.0750000029802322,1669.5,,,,,,
2013-01-25,23.00072288513184,3149.7099609375,73.85259053167803,0.007302489172141347,22.56640625,0,0.0700000002980232,1656.4000244140625,,,,,,
2013-01-28,22.56640625,3154.300048828125,67.25180036272849,0.007154172368092819,22.823335647583008,0,0.0599999986588954,1652.4000244140625,,,,,,
2013-01-29,22.823335647583008,3153.659912109375,75.30590382839293,0.007237094767240536,22.59087181091309,0,0.0630000010132789,1660.699951171875,,,,,,
2013-01-30,22.59087181091309,3142.31005859375,71.19478381873657,0.007189256117209191,22.444061279296875,0,0.0599999986588954,1679.9000244140625,,,,,,
2013-01-31,22.444061279296875,3142.1298828125,68.7727883032924,0.00714294510932417,22.743804931640625,0,0.0649999976158142,1660.5999755859375,,,,,,
2013-02-01,22.743804931640625,3179.10009765625,69.65759390270208,0.007154164459435611,22.804981231689453,0,0.0599999986588954,1669.4000244140625,,,,,,
2013-02-04,22.804981231689453,3131.169921875,69.14768979924281,0.007283214198108235,22.75604057312012,0,0.0549999997019767,1675.300048828125,,,,,,
2013-02-05,22.75604057312012,3171.580078125,66.45569545313359,0.007174985342502598,22.71934127807617,0,0.0700000002980232,1672.4000244140625,,,,,,
2013-02-06,22.71934127807617,3168.47998046875,61.39604689081617,0.0071704228583180235,22.278898239135746,0,0.0649999976158142,1677.699951171875,,,,,,
2013-02-07,22.278898239135746,3165.1298828125,50.0,0.007038857507907056,22.17490768432617,0,0.0649999976158142,1670.4000244140625,,,,,,
2013-02-08,22.17490768432617,3193.8701171875,41.27253870408388,0.0069429585019735365,21.93021774291992,0,0.0649999976158142,1666.0,,,,,,
2013-02-11,21.93021774291992,3192.0,44.93786451534645,0.006870368967080175,21.667171478271484,0,0.0649999976158142,1648.199951171875,,,,,,
2013-02-12,21.667171478271484,3186.489990234375,24.572592771736083,0.006799698585175158,21.575420379638672,0,0.0829999968409538,1648.699951171875,,,,,,
2013-02-13,21.575420379638672,3196.8798828125,25.61250587662589,0.006748899292599443,22.370655059814453,0,0.0850000008940696,1644.199951171875,,,,,,
2013-02-14,22.370655059814453,3198.659912109375,40.885057528353,0.006993758534667724,22.988500595092773,0,0.0949999988079071,1634.699951171875,,,,,,
2013-02-15,22.988500595092773,3192.030029296875,55.798373932614886,0.007201843461402702,23.36164093017578,0,0.0949999988079071,1608.800048828125,,,,,,
2013-02-19,23.36164093017578,3213.590087890625,57.165984583689024,0.007269639341435166,23.618566513061523,0,0.1000000014901161,1603.5999755859375,,,,,,
2013-02-20,23.618566513061523,3164.409912109375,63.59227219659759,0.007463813844938168,23.722566604614254,0,0.1150000020861625,1577.5999755859375,,,,,,
2013-02-21,23.722566604614254,3131.489990234375,67.10316887231173,0.007575488562503356,23.52680969238281,0,0.1199999973177909,1578.199951171875,,,,,,
2013-02-22,23.52680969238281,3161.820068359375,60.77438461708045,0.007440907193871581,22.860034942626957,0,0.1199999973177909,1572.4000244140625,,,,,,
2013-02-25,22.860034942626957,3116.25,50.64933487268416,0.007335751285239296,22.68874740600586,0,0.1150000020861625,1586.199951171875,,,,,,
2013-02-26,22.68874740600586,3129.64990234375,49.22856991674122,0.007249611973855152,22.468536376953125,0,0.1099999994039535,1615.199951171875,,,,,,
2013-02-27,22.468536376953125,3162.260009765625,47.24092927224356,0.0071052147222449335,22.584762573242188,0,0.1000000014901161,1595.199951171875,,,,,,
2013-02-28,22.584762573242188,3160.18994140625,53.62322900987227,0.007146647192729249,23.12919044494629,0,0.1000000014901161,1577.699951171875,,,,,,
