Date,stock_close,RSI,rate_close,nasdaq_close,gold_close,Revenue,NetIncome,TotalAssets,TotalLiabilities,OperatingCashFlow,CapitalExpenditures,target
2016-09-07,12.52351188659668,69.96805755420888,0.3300000131130218,5283.93017578125,1344.300048828125,,,,,,,13.126206398010254
2016-09-08,13.126206398010254,75.92593660397529,0.3330000042915344,5259.47998046875,1336.800048828125,,,,,,,12.805291175842283
2016-09-09,12.805291175842283,68.52590144262855,0.3330000042915344,5125.91015625,1330.0999755859375,,,,,,,12.888782501220703
2016-09-12,12.888782501220703,68.87721624163052,0.3499999940395355,5211.89013671875,1321.0,,,,,,,12.65396499633789
2016-09-13,12.65396499633789,61.8402894906314,0.3449999988079071,5155.25,1319.0,,,,,,,12.614830017089844
2016-09-14,12.614830017089844,59.59525620560727,0.3149999976158142,5173.77001953125,1321.5,,,,,,,12.755719184875488
2016-09-15,12.755719184875488,61.852824127319586,0.277999997138977,5249.68994140625,1313.5,,,,,,,12.646137237548828
2016-09-16,12.646137237548828,59.21405133665999,0.2730000019073486,5244.56982421875,1305.800048828125,,,,,,,12.7218017578125
2016-09-19,12.7218017578125,58.48273761942824,0.2380000054836273,5235.02978515625,1313.5,,,,,,,12.713974952697754
2016-09-20,12.713974952697754,63.37819778019881,0.2879999876022339,5241.35009765625,1313.699951171875,,,,,,,12.633092880249023
2016-09-21,12.633092880249023,64.14522261364318,0.2230000048875808,5295.18017578125,1326.9000244140625,,,,,,,12.531339645385742
2016-09-22,12.531339645385742,68.2220155272188,0.1599999964237213,5339.52001953125,1340.4000244140625,,,,,,,12.526121139526367
2016-09-23,12.526121139526367,71.08127013170763,0.1650000065565109,5305.75,1337.199951171875,,,,,,,12.4948148727417
2016-09-26,12.4948148727417,62.73490472558502,0.1729999929666519,5257.490234375,1339.699951171875,,,,,,,12.468721389770508
2016-09-27,12.468721389770508,48.52735059472972,0.2549999952316284,5305.7099609375,1325.9000244140625,,,,,,,12.486988067626951
2016-09-28,12.486988067626951,24.94915223831059,0.2630000114440918,5318.5498046875,1319.4000244140625,,,,,,,12.41132354736328
2016-09-29,12.41132354736328,30.886325212626076,0.2349999994039535,5269.14990234375,1321.699951171875,,,,,,,12.47132968902588
2016-09-30,12.47132968902588,29.274630288809036,0.2599999904632568,5312.0,1313.300048828125,,,,,,,12.505249977111816
2016-10-03,12.505249977111816,40.77688967329137,0.2879999876022339,5300.8701171875,1309.0,,,,,,,12.486988067626951
2016-10-04,12.486988067626951,41.86067974605447,0.3149999976158142,5289.66015625,1266.300048828125,,,,,,,12.646137237548828
2016-10-05,12.646137237548828,43.1817723297624,0.3129999935626983,5316.02001953125,1265.199951171875,,,,,,,12.625267028808594
2016-10-06,12.625267028808594,48.540307626632526,0.3100000023841858,5306.85009765625,1249.800048828125,,,,,,,12.541775703430176
