Date,stock_close,rate_close,nasdaq_close,Revenue,NetIncome,TotalAssets,TotalLiabilities,OperatingCashFlow,CapitalExpenditures,target
2020-09-30,9.5,0.0850000008940696,11167.509765625,,,,,,,9.460000038146973
2020-10-01,9.460000038146973,0.0829999968409538,11326.509765625,,,,,,,9.199999809265137
2020-10-02,9.199999809265137,0.0850000008940696,11075.01953125,,,,,,,9.029999732971191
2020-10-05,9.029999732971191,0.0850000008940696,11332.490234375,,,,,,,9.899999618530272
2020-10-06,9.899999618530272,0.0879999995231628,11154.599609375,,,,,,,10.0
2020-10-07,10.0,0.0879999995231628,11364.599609375,,,,,,,10.0
2020-10-08,10.0,0.0879999995231628,11420.98046875,,,,,,,9.949999809265137
2020-10-09,9.949999809265137,0.0930000022053718,11579.9404296875,,,,,,,9.890000343322754
2020-10-12,9.890000343322754,0.0900000035762786,11876.259765625,,,,,,,9.470000267028809
2020-10-13,9.470000267028809,0.0930000022053718,11863.900390625,,,,,,,9.34000015258789
2020-10-14,9.34000015258789,0.1000000014901161,11768.73046875,,,,,,,9.90999984741211
2020-10-15,9.90999984741211,0.0949999988079071,11713.8701171875,,,,,,,9.710000038146973
2020-10-16,9.710000038146973,0.0900000035762786,11671.5595703125,,,,,,,9.56999969482422
2020-10-19,9.56999969482422,0.0900000035762786,11478.8798828125,,,,,,,9.270000457763672
2020-10-20,9.270000457763672,0.0949999988079071,11516.490234375,,,,,,,9.199999809265137
2020-10-21,9.199999809265137,0.0900000035762786,11484.6904296875,,,,,,,9.68000030517578
2020-10-22,9.68000030517578,0.0850000008940696,11506.009765625,,,,,,,9.489999771118164
2020-10-23,9.489999771118164,0.0829999968409538,11548.2802734375,,,,,,,9.949999809265137
2020-10-26,9.949999809265137,0.0799999982118606,11358.9404296875,,,,,,,10.949999809265137
2020-10-27,10.949999809265137,0.0900000035762786,11431.349609375,,,,,,,10.850000381469728
2020-10-28,10.850000381469728,0.0900000035762786,11004.8701171875,,,,,,,10.75
2020-10-29,10.75,0.0829999968409538,11185.58984375,,,,,,,10.130000114440918
2020-10-30,10.130000114440918,0.0829999968409538,10911.58984375,,,,,,,10.539999961853027
2020-11-02,10.539999961853027,0.0829999968409538,10957.6103515625,,,,,,,10.5
2020-11-03,10.5,0.0900000035762786,11160.5703125,,,,,,,10.720000267028809
2020-11-04,10.720000267028809,0.0829999968409538,11590.7802734375,,,,,,,11.880000114440918
2020-11-05,11.880000114440918,0.0850000008940696,11890.9296875,,,,,,,13.829999923706056
2020-11-06,13.829999923706056,0.0829999968409538,11895.23046875,,,,,,,14.670000076293944
2020-11-09,14.670000076293944,0.0879999995231628,11713.7802734375,,,,,,,14.0
2020-11-10,14.0,0.0900000035762786,11553.8603515625,,,,,,,15.960000038146973
2020-11-11,15.960000038146973,0.0900000035762786,11786.4296875,,,,,,,14.579999923706056
2020-11-12,14.579999923706056,0.0850000008940696,11709.58984375,,,,,,,15.800000190734863
2020-11-13,15.800000190734863,0.0829999968409538,11829.2900390625,,,,,,,15.93000030517578
2020-11-16,15.93000030517578,0.0750000029802322,11924.1298828125,,,,,,,17.850000381469727
2020-11-17,17.850000381469727,0.0799999982118606,11899.33984375,,,,,,,17.899999618530273
2020-11-18,17.899999618530273,0.0750000029802322,11801.599609375,,,,,,,18.979999542236328
2020-11-19,18.979999542236328,0.0599999986588954,11904.7099609375,,,,,,,18.149999618530277
2020-11-20,18.149999618530277,0.0579999983310699,11854.9697265625,,,,,,,21.040000915527344
2020-11-23,21.040000915527344,0.0700000002980232,11880.6298828125,,,,,,,23.81999969482422
2020-11-24,23.81999969482422,0.0799999982118606,12036.7900390625,,,,,,,29.049999237060547
2020-11-25,29.049999237060547,0.0799999982118606,12094.400390625,,,,,,,27.65999984741211
2020-11-27,27.65999984741211,0.0729999989271164,12205.849609375,,,,,,,27.11000061035156
2020-11-30,27.11000061035156,0.0750000029802322,12198.740234375,,,,,,,25.670000076293945
2020-12-01,25.670000076293945,0.0799999982118606,12355.1103515625,,,,,,,22.51000022888184
2020-12-02,22.51000022888184,0.0750000029802322,12349.3701171875,,,,,,,24.030000686645508
2020-12-03,24.030000686645508,0.0750000029802322,12377.1796875,,,,,,,23.850000381469727
2020-12-04,23.850000381469727,0.0750000029802322,12464.23046875,,,,,,,28.940000534057617
2020-12-07,28.940000534057617,0.0700000002980232,12519.9501953125,,,,,,,28.59000015258789
2020-12-08,28.59000015258789,0.0680000036954879,12582.76953125,,,,,,,26.6299991607666
2020-12-09,26.6299991607666,0.0700000002980232,12338.9501953125,,,,,,,27.040000915527344
2020-12-10,27.040000915527344,0.0700000002980232,12405.8095703125,,,,,,,27.200000762939453
2020-12-11,27.200000762939453,0.0649999976158142,12377.8701171875,,,,,,,27.239999771118164
2020-12-14,27.239999771118164,0.0599999986588954,12440.0400390625,,,,,,,26.43000030517578
2020-12-15,26.43000030517578,0.0700000002980232,12595.0595703125,,,,,,,25.920000076293945
2020-12-16,25.920000076293945,0.0750000029802322,12658.1904296875,,,,,,,27.229999542236328
2020-12-17,27.229999542236328,0.0799999982118606,12764.75,,,,,,,25.96999931335449
2020-12-18,25.96999931335449,0.0799999982118606,12755.6396484375,,,,,,,28.51000022888184
2020-12-21,28.51000022888184,0.0780000016093254,12742.51953125,,,,,,,28.040000915527344
2020-12-22,28.040000915527344,0.0780000016093254,12807.919921875,,,,,,,28.690000534057617
2020-12-23,28.690000534057617,0.0750000029802322,12771.1103515625,,,,,,,27.75
2020-12-24,27.75,0.0750000029802322,12804.73046875,,,,,,,25.6299991607666
2020-12-28,25.6299991607666,0.0799999982118606,12899.419921875,,,,,,,24.65999984741211
2020-12-29,24.65999984741211,0.0900000035762786,12850.2197265625,,,,,,,25.100000381469727
2020-12-30,25.100000381469727,0.0700000002980232,12870.0,,,,,,,23.549999237060547
2020-12-31,23.549999237060547,0.0649999976158142,12888.2802734375,,,,,,,23.3700008392334
2021-01-04,23.3700008392334,0.0680000036954879,12698.4501953125,,,,,,,24.600000381469727
2021-01-05,24.600000381469727,0.0780000016093254,12818.9599609375,,,,,,,23.540000915527344
2021-01-06,23.540000915527344,0.0780000016093254,12740.7900390625,,,,,,,25.0
2021-01-07,25.0,0.0799999982118606,13067.48046875,,,,,,,25.200000762939453
2021-01-08,25.200000762939453,0.0799999982118606,13201.98046875,,,,,,,25.93000030517578
2021-01-11,25.93000030517578,0.0799999982118606,13036.4296875,,,,,,,26.18000030517578
2021-01-12,26.18000030517578,0.0799999982118606,13072.4296875,,,,,,,25.5
2021-01-13,25.5,0.0799999982118606,13128.9501953125,,,,,,,24.920000076293945
2021-01-14,24.920000076293945,0.0750000029802322,13112.6396484375,,,,,,,25.63999938964844
2021-01-15,25.63999938964844,0.0750000029802322,12998.5,,,,,,,26.6200008392334
2021-01-19,26.6200008392334,0.0729999989271164,13197.1796875,,,,,,,26.34000015258789
2021-01-20,26.34000015258789,0.0750000029802322,13457.25,,,,,,,25.979999542236328
2021-01-21,25.979999542236328,0.0729999989271164,13530.91015625,,,,,,,32.58000183105469
2021-01-22,32.58000183105469,0.0700000002980232,13543.0595703125,,,,,,,36.22999954223633
2021-01-25,36.22999954223633,0.0700000002980232,13635.990234375,,,,,,,35.369998931884766
2021-01-26,35.369998931884766,0.0680000036954879,13626.0595703125,,,,,,,39.0
2021-01-27,39.0,0.0599999986588954,13270.599609375,,,,,,,35.65999984741211
2021-01-28,35.65999984741211,0.0549999997019767,13337.16015625,,,,,,,35.18000030517578
2021-01-29,35.18000030517578,0.0480000004172325,13070.6904296875,,,,,,,33.959999084472656
2021-02-01,33.959999084472656,0.0480000004172325,13403.3896484375,,,,,,,31.020000457763672
2021-02-02,31.020000457763672,0.050000000745058,13612.7802734375,,,,,,,31.76000022888184
2021-02-03,31.76000022888184,0.0399999991059303,13610.5400390625,,,,,,,32.04999923706055
2021-02-04,32.04999923706055,0.0299999993294477,13777.740234375,,,,,,,34.04999923706055
2021-02-05,34.04999923706055,0.0230000000447034,13856.2998046875,,,,,,,36.04999923706055
2021-02-08,36.04999923706055,0.0199999995529651,13987.6396484375,,,,,,,38.16999816894531
2021-02-09,38.16999816894531,0.032999999821186,14007.7001953125,,,,,,,35.70000076293945
2021-02-10,35.70000076293945,0.0350000001490116,13972.5302734375,,,,,,,33.11000061035156
2021-02-11,33.11000061035156,0.0350000001490116,14025.76953125,,,,,,,31.90999984741211
2021-02-12,31.90999984741211,0.0350000001490116,14095.4697265625,,,,,,,27.84000015258789
2021-02-16,27.84000015258789,0.0350000001490116,14047.5,,,,,,,27.07999992370605
2021-02-17,27.07999992370605,0.0350000001490116,13965.490234375,,,,,,,25.170000076293945
2021-02-18,25.170000076293945,0.0230000000447034,13865.3603515625,,,,,,,29.0
2021-02-19,29.0,0.0230000000447034,13874.4599609375,,,,,,,28.0
2021-02-22,28.0,0.025000000372529,13533.0498046875,,,,,,,26.75
2021-02-23,26.75,0.0230000000447034,13465.2001953125,,,,,,,26.38999938964844
2021-02-24,26.38999938964844,0.0280000008642673,13597.9697265625,,,,,,,23.959999084472656
2021-02-25,23.959999084472656,0.032999999821186,13119.4296875,,,,,,,23.899999618530277
2021-02-26,23.899999618530277,0.0350000001490116,13192.349609375,,,,,,,24.809999465942383
2021-03-01,24.809999465942383,0.0280000008642673,13588.830078125,,,,,,,24.479999542236328
