Date,stock_close,nasdaq_close,sector_close,RSI,relative,target,election_marker,rate_close,gold_close,Revenue,NetIncome,TotalAssets,TotalLiabilities,OperatingCashFlow,CapitalExpenditures
2012-06-08,26.972875595092773,2858.419921875,,24.080124837698236,,26.883298873901367,0,0.0799999982118606,1590.0999755859375,,,,,,
2012-06-11,26.883298873901367,2809.72998046875,,29.781125823757264,,27.271469116210938,0,0.0750000029802322,1595.5,,,,,,
2012-06-12,27.271469116210938,2843.070068359375,,37.77175335183189,,27.142078399658203,0,0.0900000035762786,1612.699951171875,,,,,,
2012-06-13,27.142078399658203,2818.610107421875,,32.924182640640836,,28.15729713439941,0,0.0900000035762786,1618.0999755859375,,,,,,
2012-06-14,28.15729713439941,2836.330078125,,32.87572013224384,,29.869224548339844,0,0.0949999988079071,1618.4000244140625,,,,,,
2012-06-15,29.869224548339844,2872.800048828125,,43.42104651991459,,31.262659072875977,0,0.0850000008940696,1627.0,,,,,,
2012-06-18,31.262659072875977,2895.330078125,,60.0626433970897,,31.760313034057617,0,0.0750000029802322,1625.699951171875,,,,,,
2012-06-19,31.760313034057617,2929.760009765625,,64.73850941070927,,31.45176696777344,0,0.0900000035762786,1622.199951171875,,,,,,
2012-06-20,31.45176696777344,2930.449951171875,,58.68054770019418,,31.690643310546875,0,0.0799999982118606,1614.800048828125,,,,,,
2012-06-21,31.690643310546875,2859.090087890625,,70.85023383990892,,32.89496612548828,0,0.0750000029802322,1564.5,,,,,,
2012-06-22,32.89496612548828,2892.419921875,,79.94160297374023,,31.909608840942383,0,0.0750000029802322,1566.0,,,,,,
2012-06-25,31.909608840942383,2836.159912109375,,80.25414803872243,,32.94472885131836,0,0.0750000029802322,1587.5,,,,,,
2012-06-26,32.94472885131836,2854.06005859375,,80.44529911850303,,32.07881164550781,0,0.0949999988079071,1574.0,,,,,,
2012-06-27,32.07881164550781,2875.320068359375,,77.6635536615048,,31.212894439697266,0,0.0799999982118606,1577.5,,,,,,
2012-06-28,31.212894439697266,2849.489990234375,,69.75882755637868,,30.9541130065918,0,0.0750000029802322,1549.699951171875,,,,,,
2012-06-29,30.9541130065918,2935.050048828125,,68.67579986989905,,30.625659942626957,0,0.0799999982118606,1603.5,,,,,,
2012-07-02,30.625659942626957,2951.22998046875,,65.47290607973588,,31.05364418029785,0,0.0700000002980232,1597.199951171875,,,,,,
2012-07-03,31.05364418029785,2976.080078125,,67.56032396554156,,31.322378158569336,0,0.0750000029802322,1621.300048828125,,,,,,
2012-07-05,31.322378158569336,2976.1201171875,,65.22987798946018,,31.58115577697754,0,0.0750000029802322,1608.9000244140625,,,,,,
2012-07-06,31.58115577697754,2937.330078125,,59.576835016317695,,32.01909255981445,0,0.0700000002980232,1578.4000244140625,,,,,,
2012-07-09,32.01909255981445,2931.77001953125,,54.738146241456235,,31.322378158569336,0,0.0700000002980232,1588.5999755859375,,,,,,
2012-07-10,31.322378158569336,2902.330078125,,47.32360709931156,,30.82472038269043,0,0.0900000035762786,1579.300048828125,,,,,,
2012-07-11,30.82472038269043,2887.97998046875,,46.25444819382308,,30.66547203063965,0,0.0900000035762786,1575.199951171875,,,,,,
2012-07-12,30.66547203063965,2866.18994140625,,43.81750751294448,,30.57589340209961,0,0.0949999988079071,1564.9000244140625,,,,,,
2012-07-13,30.57589340209961,2908.469970703125,,33.84186728414748,,28.11748313903809,0,0.0900000035762786,1591.5999755859375,,,,,,
2012-07-16,28.11748313903809,2896.93994140625,,28.078249264337472,,27.958232879638672,0,0.0850000008940696,1591.199951171875,,,,,,
2012-07-17,27.958232879638672,2910.0400390625,,17.925741262378892,,28.97344970703125,0,0.0949999988079071,1589.0999755859375,,,,,,
2012-07-18,28.97344970703125,2942.60009765625,,30.40202650324187,,28.863964080810547,0,0.0850000008940696,1570.4000244140625,,,,,,
2012-07-19,28.863964080810547,2965.89990234375,,33.61111347695923,,28.62508773803711,0,0.0799999982118606,1580.0999755859375,,,,,,
2012-07-20,28.62508773803711,2925.300048828125,,33.70473255092702,,28.615137100219727,0,0.0850000008940696,1582.5,,,,,,
2012-07-23,28.615137100219727,2890.14990234375,,35.276982019668964,,28.316545486450195,0,0.0900000035762786,1577.0999755859375,,,,,,
2012-07-24,28.316545486450195,2862.989990234375,,29.56910008411387,,29.202367782592773,0,0.0949999988079071,1576.0,,,,,,
2012-07-25,29.202367782592773,2854.239990234375,,35.51018162723528,,26.724050521850582,0,0.0949999988079071,1608.0,,,,,,
2012-07-26,26.724050521850582,2893.25,,24.53027695296528,,23.598779678344727,0,0.1000000014901161,1615.0,,,,,,
2012-07-27,23.598779678344727,2958.090087890625,,15.5537415186797,,23.041406631469727,0,0.1000000014901161,1617.9000244140625,,,,,,
2012-07-30,23.041406631469727,2945.840087890625,,15.733106782354142,,21.6081600189209,0,0.0900000035762786,1619.699951171875,,,,,,
2012-07-31,21.6081600189209,2939.52001953125,,14.602441778760763,,20.78205108642578,0,0.1000000014901161,1610.5,,,,,,
2012-08-01,20.78205108642578,2920.2099609375,,13.890900850338454,,19.94599723815918,0,0.0900000035762786,1603.699951171875,,,,,,
2012-08-02,19.94599723815918,2909.77001953125,,13.172411961074275,,20.99106979370117,0,0.0850000008940696,1587.4000244140625,,,,,,
2012-08-03,20.99106979370117,2967.89990234375,,22.62995539530715,,21.81717300415039,0,0.0750000029802322,1606.0,,,,,,
2012-08-06,21.81717300415039,2989.909912109375,,27.563609229536766,,20.622804641723636,0,0.0750000029802322,1612.9000244140625,,,,,,
2012-08-07,20.622804641723636,3015.860107421875,,19.885102141747254,,20.622804641723636,0,0.1000000014901161,1609.699951171875,,,,,,
2012-08-08,20.622804641723636,3011.25,,20.043379730860963,,20.91144371032715,0,0.1049999967217445,1612.9000244140625,,,,,,
2012-08-09,20.91144371032715,3018.639892578125,,22.06197144334712,,21.70768928527832,0,0.1099999994039535,1617.0999755859375,,,,,,
2012-08-10,21.70768928527832,3020.860107421875,,26.330111458852656,,21.498676300048828,0,0.0949999988079071,1619.699951171875,,,,,,
2012-08-13,21.498676300048828,3022.52001953125,,26.492756246092824,,20.284399032592773,0,0.0949999988079071,1609.5999755859375,,,,,,
2012-08-14,20.284399032592773,3016.97998046875,,19.93285607463075,,21.10055351257324,0,0.1049999967217445,1599.4000244140625,,,,,,
2012-08-15,21.10055351257324,3030.929931640625,,28.64699166515298,,19.77679252624512,0,0.0799999982118606,1603.699951171875,,,,,,
2012-08-16,19.77679252624512,3062.389892578125,,33.187370412110454,,18.960636138916016,0,0.0750000029802322,1616.0999755859375,,,,,,
2012-08-17,18.960636138916016,3076.590087890625,,32.44860132637608,,19.916135787963867,0,0.0799999982118606,1616.300048828125,,,,,,
2012-08-20,19.916135787963867,3076.2099609375,,42.41071398017546,,19.07012367248535,0,0.0850000008940696,1620.0999755859375,,,,,,
2012-08-21,19.07012367248535,3067.260009765625,,42.33512687041698,,19.34880828857422,0,0.1049999967217445,1639.9000244140625,,,,,,
2012-08-22,19.34880828857422,3073.669921875,,47.18572258848193,,19.34880828857422,0,0.1000000014901161,1637.4000244140625,,,,,,
2012-08-23,19.34880828857422,3053.39990234375,,41.415179559581006,,19.31894874572754,0,0.0949999988079071,1669.5999755859375,,,,,,
2012-08-24,19.31894874572754,3069.7900390625,,35.75482961880523,,19.060169219970703,0,0.0900000035762786,1669.800048828125,,,,,,
2012-08-27,19.060169219970703,3073.18994140625,,40.025411568302324,,19.249277114868164,0,0.0949999988079071,1672.4000244140625,,,,,,
2012-08-28,19.249277114868164,3077.139892578125,,41.43919858067329,,19.010404586791992,0,0.1000000014901161,1666.5,,,,,,
2012-08-29,19.010404586791992,3081.18994140625,,38.07740763654928,,19.000452041625977,0,0.0949999988079071,1659.800048828125,,,,,,
2012-08-30,19.000452041625977,3048.7099609375,,31.163456224940944,,17.97528076171875,0,0.0900000035762786,1653.5,,,,,,
2012-08-31,17.97528076171875,3066.9599609375,,27.985076405599884,,17.646831512451172,0,0.0850000008940696,1684.5999755859375,,,,,,
2012-09-04,17.646831512451172,3075.06005859375,,31.468544588355883,,18.49284172058105,0,0.0900000035762786,1692.9000244140625,,,,,,
2012-09-05,18.49284172058105,3069.27001953125,,31.754853835132934,,18.87105941772461,0,0.1000000014901161,1690.800048828125,,,,,,
2012-09-06,18.87105941772461,3135.81005859375,,42.69661158705143,,18.89096450805664,0,0.1000000014901161,1702.5999755859375,,,,,,
2012-09-07,18.89096450805664,3136.419921875,,49.35543206591364,,18.72176551818848,0,0.1000000014901161,1737.5,,,,,,
2012-09-10,18.72176551818848,3104.02001953125,,37.06893632205805,,19.33885765075684,0,0.0949999988079071,1728.699951171875,,,,,,
2012-09-11,19.33885765075684,3104.530029296875,,53.06123867901822,,20.831817626953125,0,0.1000000014901161,1731.800048828125,,,,,,
2012-09-12,20.831817626953125,3114.31005859375,,63.23270322081715,,20.612852096557617,0,0.0949999988079071,1730.5999755859375,,,,,,
2012-09-13,20.612852096557617,3155.830078125,,60.8547415082244,,21.89679908752441,0,0.0949999988079071,1769.0999755859375,,,,,,
