currentPrice,marketCap,trailingPE,forwardPE,priceToBook,returnOnEquity,returnOnAssets,debtToEquity,currentRatio,quickRatio,revenueGrowth,earningsGrowth,operatingMargins,profitMargins,grossMargins,revenuePerShare,trailingEps,forwardEps,bookValue,totalRevenue,netIncomeToCommon,totalDebt,totalCash,freeCashflow,operatingCashflow,sector,industry,longName,currency
359.1,4381944053760,27.370428,24.644066,9.087918,0.38884997,0.14641,20.026,1.922,1.707,0.218,0.82,0.36121,0.37919,0.60368,34.932,13.12,14.57146,39.514,422498009088,160207994880,95875997696,126839996416,27921750016,174353006592,Communication Services,Internet Content & Information,Alphabet Inc.,USD
