currentPrice,marketCap,trailingPE,forwardPE,priceToBook,returnOnEquity,returnOnAssets,debtToEquity,currentRatio,quickRatio,revenueGrowth,earningsGrowth,operatingMargins,profitMargins,grossMargins,revenuePerShare,trailingEps,forwardEps,bookValue,totalRevenue,netIncomeToCommon,totalDebt,totalCash,freeCashflow,operatingCashflow,sector,industry,longName,currency
1131.42,1008934060032,40.164005,25.43093,32.40313,1.07459,0.20739001,139.015,1.497,0.721,0.555,1.699,0.49386,0.34986,0.82832,80.613,28.17,44.48992,34.917,72248999936,25276999680,43370000384,5281999872,9156599808,20480000000,Healthcare,Drug Manufacturers - General,Eli Lilly and Company,USD
