currentPrice,marketCap,trailingPE,forwardPE,priceToBook,returnOnEquity,returnOnAssets,debtToEquity,currentRatio,quickRatio,revenueGrowth,earningsGrowth,operatingMargins,profitMargins,grossMargins,revenuePerShare,trailingEps,forwardEps,bookValue,totalRevenue,netIncomeToCommon,totalDebt,totalCash,freeCashflow,operatingCashflow,sector,industry,longName,currency
251.44,101632049152,14.661225,9.518415,8.928977,0.58774,0.18905,58.34,0.912,0.789,0.12,0.111,0.38762,0.29477,0.89396006,58.263,17.15,26.41616,28.16,24452999168,7208000000,6670000128,6898999808,9321374720,10506999808,Technology,Software - Application,Adobe Inc.,USD
