currentPrice,marketCap,trailingPE,forwardPE,priceToBook,returnOnEquity,returnOnAssets,debtToEquity,currentRatio,quickRatio,revenueGrowth,earningsGrowth,operatingMargins,profitMargins,grossMargins,revenuePerShare,trailingEps,forwardEps,bookValue,totalRevenue,netIncomeToCommon,totalDebt,totalCash,freeCashflow,operatingCashflow,sector,industry,longName,currency
602.5,207670984704,36.01315,33.358765,28.807076,0.85920995,0.14648,17.81,1.49,1.107,0.455,4.829,0.37008998,0.55286,0.45428002,34.161,16.73,18.06122,20.915,11777000448,6350000128,1724000000,3236999936,2075000064,3286000128,Technology,Computer Hardware,Western Digital Corporation,USD
