Date,Close,High,Low,Open,Volume
2000-01-03,2.3790104389190674,2.5678209938938275,2.3790104389190674,2.5678209938938275,3257094
2000-01-04,2.832155466079712,3.020965436621121,2.3412483229644714,2.3790102789568914,10134577
2000-01-05,2.6433444023132324,2.8699170464653463,2.492296417563456,2.8699170464653463,5218706
2000-01-06,2.756631135940552,2.8321550364691457,2.6055825725662443,2.7188691856762546,3265693
2000-01-07,3.3985865116119385,3.3985865116119385,2.7943933455218475,2.7943933455218475,12942909
2000-01-10,3.020965337753296,3.3608248363555053,3.020965337753296,3.3230619287024163,6563800
2000-01-11,3.020965337753296,3.1720141096761125,2.718869509121386,2.945441428240144,5812733
2000-01-12,2.756631135940552,3.02096497836991,2.41677263066548,2.983203028105613,5016551
2000-01-13,2.6055831909179688,2.945441776847592,2.567821041112756,2.869917858395815,3861837
2000-01-14,2.71886944770813,2.8699174539018952,2.6055828236800864,2.643344777583703,3905761
2000-01-18,3.0964901447296143,3.17201424811831,2.7566315841908304,2.945441556793602,5984591
2000-01-19,4.040541648864746,4.040541648864746,3.0209651292283635,3.0587278436955434,10122935
2000-01-20,3.3608248233795166,3.8517311862161496,3.2097758614605905,3.8517311862161496,11738582
2000-01-21,3.0964901447296143,3.360824983038325,3.0209654696029866,3.3230620737370784,4560778
2000-01-24,2.869917631149292,3.247538146403963,2.869917631149292,3.209775999588841,4409956
2000-01-25,3.32306170463562,3.32306170463562,2.8699173252147325,2.945441229635472,4471475
2000-01-26,3.4741098880767822,3.4741098880767822,2.9832028489145537,3.1720135417912085,3638912
2000-01-27,2.79439377784729,3.247538436652697,2.79439377784729,3.0964904076302218,4885574
2000-01-28,3.020965337753296,3.096490009583658,2.832155373391114,2.869917518726992,2849213
2000-01-31,2.869917631149292,2.983203499856728,2.794393528098358,2.983203499856728,1684708
2000-02-01,2.832155466079712,2.907679568643861,2.756631554094872,2.8699176126514407,2208087
2000-02-02,2.869917631149292,2.869917631149292,2.7566315718625454,2.794393528098358,1715931
2000-02-03,3.0587282180786133,3.134252322201967,2.794393567777906,2.8321555245499264,4035018
2000-02-04,3.0587282180786133,3.172014278973988,2.9454415854453004,3.134252322201967,2687013
2000-02-07,3.172013759613037,3.3230615619697224,3.0209650043599434,3.0587277172662413,3958548
2000-02-08,3.0964901447296143,3.360824983038325,3.0209654696029866,3.17201424811831,4029858
2000-02-09,3.020965337753296,3.134252154919537,2.945441428240144,3.096490009583658,2308238
2000-02-10,2.9076790809631348,3.0209649299399057,2.869917131304211,3.0209649299399057,3250082
2000-02-11,2.983203649520874,2.983203649520874,2.5678209666117744,2.9076797332602955,3543788
2000-02-14,2.832155466079712,2.8699176126514407,2.794393510087292,2.832155466079712,1948911
2000-02-15,2.71886944770813,2.8321553094189804,2.71886944770813,2.794393355515364,2244734
2000-02-16,2.71886944770813,2.794393355515364,2.71886944770813,2.794393355515364,1789490
2000-02-17,2.71886944770813,2.8321553094189804,2.71886944770813,2.756631401611747,2305195
2000-02-18,2.6055831909179688,2.756631790138824,2.6055831909179688,2.756631790138824,2331523
2000-02-22,2.567821264266968,2.718870067193909,2.567821264266968,2.605583417353868,2160856
2000-02-23,2.6055831909179688,2.6055831909179688,2.492297122660978,2.6055831909179688,2369493
2000-02-24,2.567821264266968,2.643345379861426,2.530059301759409,2.530059301759409,2340519
2000-02-25,2.3790104389190674,2.5678209938938275,2.3790104389190674,2.4922970768308383,3639176
2000-02-28,2.3790104389190674,2.4922970768308383,2.3790104389190674,2.416773159767849,2523358
2000-02-29,2.71886944770813,2.8699174539018952,2.454534817486321,2.454534817486321,4045469
2000-03-01,2.832155466079712,2.832155466079712,2.605582967807956,2.718869598102452,3248759
2000-03-02,2.869917631149292,2.869917631149292,2.7188696156267333,2.7566315718625454,2663596
2000-03-03,2.71886944770813,2.945441361709129,2.643344777583703,2.945441361709129,2593874
2000-03-06,2.9076790809631348,3.0964895915748607,2.71886914208924,2.794393041407087,5920425
2000-03-07,2.756631135940552,2.9454410778413163,2.681106473094838,2.8699171773127223,2764409
2000-03-08,2.756631135940552,2.8321550364691457,2.681106473094838,2.756631135940552,1728235
2000-03-09,3.625159502029419,3.625159502029419,2.718870102970425,2.7566320659748773,11335993
2000-03-10,3.134251356124878,3.4741096246350627,3.134251356124878,3.398585734369914,6201563
2000-03-13,4.380399227142334,4.380399227142334,3.24753709518587,3.3230609832106373,24891716
2000-03-14,3.9272549152374254,4.6824970220678965,3.9272549152374254,4.380400255567426,13904730
2000-03-15,3.9272549152374254,4.191589538280515,3.8517310094812487,4.191589538280515,6341007
2000-03-16,4.606973171234131,4.64473608683184,4.229352781906805,4.493687473710487,11648486
2000-03-17,4.5314483642578125,4.795783004636296,3.625158767637972,4.5314483642578125,4903038
2000-03-20,4.191590785980225,4.56921157064225,4.078304703045097,4.531449415944308,3527647
2000-03-21,4.304877281188965,4.304877281188965,3.9650179165425694,4.116066523052078,2766393
2000-03-22,4.8335442543029785,5.135640603440053,4.3048758338923685,4.380399730597366,8940702
2000-03-23,5.286689281463623,5.324451037387853,4.833544017629129,4.833544017629129,8078238
2000-03-24,5.2111663818359375,5.324452831251579,4.984594245321956,4.984594245321956,4497935
2000-03-27,4.984592914581299,5.248926749172434,4.909068253975098,5.211164990607157,2175541
2000-03-28,4.644734859466553,4.946831624721887,4.569210191704489,4.909068719102978,2876334
2000-03-29,4.682497501373291,4.682497501373291,4.229352114658851,4.644735354050535,3646585
2000-03-30,4.153828144073486,4.606972381083134,4.0027799380173965,4.493686702989343,4507064
2000-03-31,4.493685722351074,4.531447479755541,3.927254406223095,4.267112890973053,5836547
2000-04-03,4.304877281188965,4.531449047477222,4.191590445148164,4.4936872770085134,2472422
2000-04-04,3.889493465423584,4.380400607492243,3.511872762828592,4.267113786859959,5000808
2000-04-05,4.644734859466553,4.758020908213188,3.9272548990506655,4.19158952100426,7324790
2000-04-06,4.682497501373291,4.720259267537421,4.267113880822981,4.720259267537421,4509049
2000-04-07,4.569209098815918,4.758019770163842,4.531446964546333,4.758019770163842,1943619
2000-04-10,4.267113208770752,4.6069717188320265,4.229351448553939,4.531447817239835,2041918
2000-04-11,4.040541648864746,4.229351600194145,4.002779506135434,4.229351600194145,2144451
2000-04-12,3.776207447052002,4.116066006750682,3.776207447052002,4.040542094127988,2273708
2000-04-13,4.07830286026001,4.191588892006735,3.813968277972948,3.927254309719673,2929387
2000-04-14,3.625159502029419,4.002780656708699,3.5118734224367167,3.9650181219662137,3754674
2000-04-17,3.3985865116119385,3.625158615381952,3.3230618417576085,3.3230618417576085,2872365
2000-04-18,3.738444566726685,3.813968464532564,3.4363482131860748,3.4363482131860748,2105555
2000-04-19,4.22935152053833,4.22935152053833,3.7006830569192535,3.776206959796877,1704553
2000-04-20,3.738444566726685,3.8894927434969895,3.738444566726685,3.8517306040147767,1507823
2000-04-24,3.6629209518432617,3.7384448554825753,3.511872382247484,3.625158428285741,1870325
2000-04-25,4.22935152053833,4.38040008861072,3.776206959796877,3.813968720656402,4703927
2000-04-26,4.116065979003906,4.304876712184406,4.078303832367806,4.304876712184406,2048930
2000-04-27,4.682497501373291,4.682497501373291,4.002779993039569,4.040542140362325,2559344
2000-04-28,4.153828144073486,4.5314484686344,4.078303850466131,4.493686702989343,3991491
2000-05-01,4.3426384925842285,4.3426384925842285,4.11606599314769,4.19158990552079,1855243
2000-05-02,4.040541648864746,4.229351600194145,4.002779506135434,4.1915894574648345,1528727
2000-05-03,4.040541648864746,4.078303410435479,3.8894930779475,4.002779506135434,1861990
